"dem_class","DEM","slope","aspect","profile_curvature","plan_curvature","twi","n","sample_n","ph_0_5","ph_5_15","ph_15_30","oc_0_5","oc_5_15","oc_15_30","ph_mean","oc_mean","longitude","latitude"
"(528,531]",529.803039550781,5.46296119689941,4.67994213104248,-0.00178000004962087,-0.00120499997865409,7.77523708343506,40,28,7.88907269760966,6.61973369831685,5.96408521104604,3.24601343285758,2.93816728997044,0.508816327573732,6.82429720232418,2.23099901680059,78.3952946088119,17.3205014943079
"(531,534]",531.308349609375,1.2090824842453,157.434631347656,-0.000790000020060688,-0.00203499989584088,15.5948600769043,40,28,6.43338791327551,7.46054800867569,6.40170617494732,2.18318790488411,0.94690549839288,0.319981363182887,6.76521403229951,1.15002492215329,78.3966810097185,17.3195306340747
"(528,531]",528.677795410156,3.21847534179688,167.140563964844,0.000190999999176711,0.000751000014133751,6.82012748718262,40,28,6.92152044130489,5.15180142887402,6.20273145195097,0.751664340263233,1.30631536496803,0.912113733333535,6.09201777404329,0.990031146188267,78.3981832502774,17.3225168365943
"(528,531]",529,0.712978065013885,1.25053977966309,0.000228999997489154,0,8.01337814331055,40,28,6.63219807413407,6.37321164016612,5.72818372957408,3.93749130785,0.800300393113866,1.29157775044441,6.24453114795809,2.00978981713609,78.4075959904427,17.3242871070792
"(534,539]",535.592102050781,4.28651428222656,318.322479248047,-0.000365000014426187,-0.00108299998100847,7.66321849822998,40,28,6.12338832765818,6.83033801382408,6.60683708405122,3.70272316574119,0.375579944229685,0.748510439507663,6.52018780851116,1.60893784982618,78.4013061198647,17.3200851615521
"(534,539]",534.305725097656,3.50153827667236,350.669281005859,0.00103499996475875,-0.000395999988541007,7.41273021697998,40,28,7.39677453693002,5.02616777957883,6.08416073443368,1.01466913602781,0.880964623158798,0.645490248315036,6.16903435031418,0.84704133583388,78.4119658966623,17.3185750602554
"(534,539]",537.225341796875,6.58692407608032,231.987106323242,0.000262999994447455,0.00096899998607114,6.8621244430542,40,28,7.43716852855869,5.54223190702032,6.93871282227337,2.74511823896319,1.34815259214956,1.56338904292788,6.63937108595079,1.88555329134688,78.4131575792186,17.319249726676
"(534,539]",535.934692382812,2.1487090587616,133.006103515625,-0.00115899997763336,0.00127300003077835,8.51058101654053,40,28,5.28452198277228,6.24381816771347,6.3246352840215,1.50199872045778,2.03944859546609,0.25680924509652,5.95099181150241,1.26608552034013,78.4063322299333,17.3165243731009
"(534,539]",536.250671386719,2.00227665901184,353.872802734375,0.00048600000445731,0.000627000001259148,7.31557512283325,40,28,5.82315093372017,5.61612248537131,6.26611071964726,3.41919008211698,1.1692309143953,0.851755215949379,5.90179471291291,1.81339207082056,78.4106188317221,17.3167446612472
"(539,558]",541.621520996094,2.25887370109558,24.49267578125,-0.000900999992154539,0.00222799996845424,7.30684518814087,40,28,5.33340627304278,5.66421671712305,6.73621361376718,2.68154141202103,0.735147559270263,0.675486486731097,5.91127886797767,1.36405848600746,78.4032349599225,17.3171434992439
"(531,534]",532.018981933594,4.194007396698,13.2421274185181,9.50000030570664e-05,-0.000176000001374632,9.71488761901855,40,28,5.64922380750068,5.22760999971069,5.81788799585775,0.528754319413565,0.572857933980413,1.38862532910425,5.5649072676897,0.830079194166077,78.4054443664427,17.3186554827102
"(539,558]",541.921569824219,0.594311237335205,1.08874464035034,0.00199800007976592,0.00280499993823469,8.54089546203613,40,28,5.73085841815919,6.57493263366632,6.8514159116894,0.977890689740889,1.06408075110521,1.88436296114232,6.38573565450497,1.30877813399614,78.4020039424196,17.3192701382345
"(528,531]",530.723937988281,1.51061904430389,192.591461181641,0.000913000025320798,-0.00081200001295656,7.71210527420044,40,28,7.38640225306153,5.54941907816101,6.34875277616084,3.05286728171632,2.4213571524946,1.40671110276598,6.42819136912779,2.2936451789923,78.40986098258,17.3218441770602
"(528,531]",529.028076171875,1.36427664756775,240.649948120117,-0.000699999975040555,0.00209999992512167,7.70592021942139,40,28,5.86747921188362,6.46370838279836,5.3412904702127,0.846646402729675,0.556398515612818,0.51276267664507,5.89082602163156,0.638602531662521,78.4086392447978,17.3233117158221
"[521,528]",524.985656738281,1.40959239006042,263.608581542969,0.00120599998626858,-4.8999998398358e-05,17.3616828918457,40,28,7.82140185288154,5.80093310622033,6.18868638807908,3.19616925995797,1.28091146748047,0.54957751003094,6.60367378239365,1.67555274582313,78.4069213050471,17.3234542873177
"[521,528]",525.968627929688,2.24336981773376,226.962509155273,0.000892999989446253,0.00111599999945611,7.25827026367188,40,28,7.67725713318214,5.2339874667814,6.12918086955324,2.13265331892762,0.347967692068778,1.52028101214673,6.34680848983893,1.33363400771438,78.4070882407132,17.3237860821501
"[521,528]",527.002380371094,1.12045454978943,270.572204589844,-5.50000004295725e-05,0,12.2085962295532,40,28,6.36000246857293,5.83205885079224,5.64296551281586,0.97987128351815,1.22558376453817,0.928646992566064,5.94500894406034,1.04470068020746,78.4086276841381,17.3241356484936
"[521,528]",527.036315917969,1.00478196144104,338.466186523438,-0.000678999989759177,-0.000884999986737967,15.1258640289307,40,28,7.0327119063586,6.22153258416802,6.97128176875412,1.88804608117789,2.63950494958553,0.981631590961479,6.74184208642691,1.83639420724163,78.3971747859906,17.3210203907717
"(528,531]",528.040466308594,1.54838025569916,325.120758056641,-0.00156600004993379,6.80000011925586e-05,8.79973888397217,40,28,5.12617860059254,6.5218374558026,6.31846064841375,1.29060251521878,0.863966141128913,1.41329487983603,5.98882556826963,1.18928784539457,78.4084653698353,17.3234742815179
"(528,531]",530.466247558594,3.4873743057251,16.3110008239746,0.00173100002575666,-0.000456999987363815,7.5973653793335,40,28,7.07211583526805,5.76930002716836,5.4325095792301,3.22673058975488,2.26015417263843,0.684751361166127,6.0913084805555,2.05721204118648,78.4047095169063,17.3221070975569
"(534,539]",535.491577148438,2.79760885238647,170.532638549805,0.00131299998611212,0.001304000033997,6.97032594680786,40,28,7.6851360774599,5.61430919507984,5.30577444564551,1.68436949315947,1.59183223627042,1.89556669660378,6.20173990606175,1.72392280867789,78.4138599651234,17.3181050799122
"(534,539]",534.954956054688,2.04619431495667,274.049530029297,-0.00071699998807162,0.00036599999293685,8.44375038146973,40,28,5.61959416884929,5.57790445513092,5.79430390661582,0.618047205498442,0.818462960561738,0.438226247765124,5.66393417686534,0.624912137941768,78.4147154526143,17.3182809436656
"(539,558]",552.563842773438,3.44203162193298,297.874877929688,0.000523999973665923,-0.0007259999983944,7.57263803482056,40,28,7.65940718236379,7.18670585716609,5.04004860110581,1.63170747610275,1.26675380123779,1.11752864422742,6.62872054687856,1.33866330718932,78.4169964013168,17.3146843949349
"(528,531]",528.465026855469,2.88525533676147,175.03662109375,1.89999991562217e-05,9.7999996796716e-05,8.29954051971436,40,28,7.66861794819124,7.33824950817507,5.47745205368847,1.5420962391654,1.87923025244381,0.278441553469747,6.82810650335159,1.23325601502632,78.4093301188322,17.322991024375
"(534,539]",537.93896484375,5.73337078094482,283.798706054688,0.00148500001523644,-0.000647999986540526,7.00482416152954,40,28,6.31949506280944,5.5449766718084,6.45340507803485,3.92248691688292,2.62889012333471,1.64865484067705,6.10595893755089,2.73334396029823,78.4122882401484,17.3200625783618
"(534,539]",537,1.7810275554657,355.590515136719,-0.000148999999510124,-9.40000027185306e-05,7.37092065811157,40,28,6.34554902417585,5.97498608811293,6.44910869281739,2.22398291737773,1.99089375799522,0.426312471367419,6.25654793503539,1.54706304891345,78.4018068896195,17.3210805549266
"(539,558]",539.200134277344,1.52200949192047,302.493041992188,-0.00134499999694526,0.00039999998989515,7.51951742172241,40,28,5.66035665548407,6.33421986363828,6.57058334257454,1.79575179470703,1.95421430622227,1.39012548984028,6.18838662056563,1.71336386358986,78.4033856724661,17.3186287972751
"(539,558]",552.925231933594,1.26973605155945,162.030075073242,-0.000150000007124618,-0.000581000000238419,11.1114253997803,40,28,5.52515795081854,6.45437524945009,6.00562609126791,3.42339361982886,2.11799769981299,0.621636190870777,5.99505309717885,2.05434250350421,78.4181949907021,17.3148646669484
"[521,528]",527.57861328125,3.53204679489136,332.714996337891,-0.000430999993113801,0.00118599995039403,6.75926637649536,40,28,7.69947491120547,7.22587555530481,5.93306540464982,1.88562440907117,2.90237699614372,0.614478236949071,6.9528052903867,1.80082654738799,78.3985054816924,17.3240043624441
